#group,false,false,true,true,false,true,true,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,long,double,double
#default,_result,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,asset_id,ambient_temperature_c,power_draw_kw,return_temperature_c,sequence,setpoint_c,supply_temperature_c
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:00:32.379Z,telemetry,boiler_01,12,5,47.09,149,65,57.09
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:01:02.379Z,telemetry,boiler_01,12,5,52.62,150,65,62.62
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:01:32.379Z,telemetry,boiler_01,12,5,54.28,151,65,64.28
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:02:02.379Z,telemetry,boiler_01,12,5,54.78,152,65,64.78
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:02:32.379Z,telemetry,boiler_01,12,5,54.93,153,65,64.93
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:03:02.379Z,telemetry,boiler_01,12,5,54.98,154,65,64.98
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:03:32.379Z,telemetry,boiler_01,12,5,54.99,155,65,64.99
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:04:02.382Z,telemetry,boiler_01,12,5,55,156,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:04:32.379Z,telemetry,boiler_01,12,5,55,157,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:05:02.38Z,telemetry,boiler_01,12,5,55,158,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:05:32.379Z,telemetry,boiler_01,12,5,55,159,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:06:02.379Z,telemetry,boiler_01,12,5,55,160,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:06:32.379Z,telemetry,boiler_01,12,5,55,161,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:07:02.38Z,telemetry,boiler_01,12,5,55,162,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:07:32.379Z,telemetry,boiler_01,12,5,55,163,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:08:02.385Z,telemetry,boiler_01,12,5,55,164,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:08:32.379Z,telemetry,boiler_01,12,5,55,165,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:09:02.379Z,telemetry,boiler_01,12,5,55,166,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:09:32.379Z,telemetry,boiler_01,12,5,55,167,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:10:02.379Z,telemetry,boiler_01,12,0,54.85,168,65,64.85
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:10:32.379Z,telemetry,boiler_01,12,0,52.66,169,65,62.66
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:11:02.379Z,telemetry,boiler_01,12,0,50.58,170,65,60.58
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:11:32.379Z,telemetry,boiler_01,12,0,48.6,171,65,58.6
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:12:02.379Z,telemetry,boiler_01,12,0,46.72,172,65,56.72
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:12:32.379Z,telemetry,boiler_01,12,0,44.93,173,65,54.93
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:13:02.379Z,telemetry,boiler_01,12,0,43.23,174,65,53.23
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:13:32.379Z,telemetry,boiler_01,12,0,41.61,175,65,51.61
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:14:02.379Z,telemetry,boiler_01,12,0,40.06,176,65,50.06
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:14:32.379Z,telemetry,boiler_01,12,0,38.6,177,65,48.6
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:15:02.379Z,telemetry,boiler_01,12,0,37.2,178,65,47.2
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:15:32.379Z,telemetry,boiler_01,12,0,35.88,179,65,45.88
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:16:02.38Z,telemetry,boiler_01,12,0,34.61,180,65,44.61
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:16:32.379Z,telemetry,boiler_01,12,0,33.41,181,65,43.41
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:17:02.379Z,telemetry,boiler_01,12,0,32.27,182,65,42.27
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:17:32.379Z,telemetry,boiler_01,12,0,31.19,183,65,41.19
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:18:02.38Z,telemetry,boiler_01,12,0,30.15,184,65,40.15
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:18:32.379Z,telemetry,boiler_01,12,0,29.17,185,65,39.17
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:19:02.379Z,telemetry,boiler_01,12,0,28.23,186,65,38.23
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:19:32.379Z,telemetry,boiler_01,12,0,27.35,187,65,37.35
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:20:02.379Z,telemetry,boiler_01,12,5,28.74,188,65,38.74
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:20:32.379Z,telemetry,boiler_01,12,5,47.09,189,65,57.09
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:21:02.379Z,telemetry,boiler_01,12,5,52.62,190,65,62.62
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:21:32.379Z,telemetry,boiler_01,12,5,54.28,191,65,64.28
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:22:02.379Z,telemetry,boiler_01,12,5,54.78,192,65,64.78
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:22:32.38Z,telemetry,boiler_01,12,5,54.93,193,65,64.93
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:23:02.38Z,telemetry,boiler_01,12,5,54.98,194,65,64.98
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:23:32.379Z,telemetry,boiler_01,12,5,54.99,195,65,64.99
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:24:02.379Z,telemetry,boiler_01,12,5,55,196,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:24:32.379Z,telemetry,boiler_01,12,5,55,197,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:25:02.379Z,telemetry,boiler_01,12,5,55,198,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:25:32.379Z,telemetry,boiler_01,12,5,55,199,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:26:02.379Z,telemetry,boiler_01,12,5,55,200,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:26:32.379Z,telemetry,boiler_01,12,5,55,201,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:27:02.38Z,telemetry,boiler_01,12,5,55,202,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:27:32.379Z,telemetry,boiler_01,12,5,55,203,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:28:02.379Z,telemetry,boiler_01,12,5,55,204,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:28:32.379Z,telemetry,boiler_01,12,5,55,205,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:29:02.379Z,telemetry,boiler_01,12,5,55,206,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:29:32.379Z,telemetry,boiler_01,12,5,55,207,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:30:02.379Z,telemetry,boiler_01,12,0,54.85,208,65,64.85
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:30:32.379Z,telemetry,boiler_01,12,0,52.66,209,65,62.66
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:31:02.381Z,telemetry,boiler_01,12,0,50.58,210,65,60.58
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:31:32.379Z,telemetry,boiler_01,12,0,48.6,211,65,58.6
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:32:02.379Z,telemetry,boiler_01,12,0,46.72,212,65,56.72
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:32:32.379Z,telemetry,boiler_01,12,0,44.93,213,65,54.93
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:33:02.379Z,telemetry,boiler_01,12,0,43.23,214,65,53.23
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:33:32.379Z,telemetry,boiler_01,12,0,41.61,215,65,51.61
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:34:02.379Z,telemetry,boiler_01,12,0,40.06,216,65,50.06
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:34:32.379Z,telemetry,boiler_01,12,0,38.6,217,65,48.6
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:35:02.379Z,telemetry,boiler_01,12,0,37.2,218,65,47.2
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:35:32.379Z,telemetry,boiler_01,12,0,35.88,219,65,45.88
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:36:02.38Z,telemetry,boiler_01,12,0,34.61,220,65,44.61
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:36:32.379Z,telemetry,boiler_01,12,0,33.41,221,65,43.41
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:37:02.379Z,telemetry,boiler_01,12,0,32.27,222,65,42.27
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:37:32.379Z,telemetry,boiler_01,12,0,31.19,223,65,41.19
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:38:02.379Z,telemetry,boiler_01,12,0,30.15,224,65,40.15
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:38:32.379Z,telemetry,boiler_01,12,0,29.17,225,65,39.17
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:39:02.379Z,telemetry,boiler_01,12,0,28.23,226,65,38.23
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:39:32.379Z,telemetry,boiler_01,12,0,27.35,227,65,37.35
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:40:02.379Z,telemetry,boiler_01,12,5,28.74,228,65,38.74
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:40:32.379Z,telemetry,boiler_01,12,5,47.09,229,65,57.09
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:41:02.381Z,telemetry,boiler_01,12,5,52.62,230,65,62.62
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:41:32.379Z,telemetry,boiler_01,12,5,54.28,231,65,64.28
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:42:02.404Z,telemetry,boiler_01,12,5,54.78,232,65,64.78
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:42:32.379Z,telemetry,boiler_01,12,5,54.93,233,65,64.93
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:43:02.379Z,telemetry,boiler_01,12,5,54.98,234,65,64.98
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:43:32.379Z,telemetry,boiler_01,12,5,54.99,235,65,64.99
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:44:02.381Z,telemetry,boiler_01,12,5,55,236,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:44:32.379Z,telemetry,boiler_01,12,5,55,237,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:45:02.379Z,telemetry,boiler_01,12,5,55,238,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:45:32.379Z,telemetry,boiler_01,12,5,55,239,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:46:02.38Z,telemetry,boiler_01,12,5,55,240,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:46:32.379Z,telemetry,boiler_01,12,5,55,241,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:47:02.379Z,telemetry,boiler_01,12,5,55,242,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:47:32.379Z,telemetry,boiler_01,12,5,55,243,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:48:02.379Z,telemetry,boiler_01,12,5,55,244,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:48:32.379Z,telemetry,boiler_01,12,5,55,245,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:49:02.379Z,telemetry,boiler_01,12,5,55,246,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:49:32.379Z,telemetry,boiler_01,12,5,55,247,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:50:02.379Z,telemetry,boiler_01,12,0,54.85,248,65,64.85
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:50:32.379Z,telemetry,boiler_01,12,0,52.66,249,65,62.66
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:51:02.39Z,telemetry,boiler_01,12,0,50.58,250,65,60.58
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:51:32.379Z,telemetry,boiler_01,12,0,48.6,251,65,58.6
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:52:02.379Z,telemetry,boiler_01,12,0,46.72,252,65,56.72
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:52:32.379Z,telemetry,boiler_01,12,0,44.93,253,65,54.93
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:53:02.381Z,telemetry,boiler_01,12,0,43.23,254,65,53.23
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:53:32.379Z,telemetry,boiler_01,12,0,41.61,255,65,51.61
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:54:02.379Z,telemetry,boiler_01,12,0,40.06,256,65,50.06
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:54:32.379Z,telemetry,boiler_01,12,0,38.6,257,65,48.6
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:55:02.379Z,telemetry,boiler_01,12,0,37.2,258,65,47.2
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:55:32.379Z,telemetry,boiler_01,12,0,35.88,259,65,45.88
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:56:02.38Z,telemetry,boiler_01,12,0,34.61,260,65,44.61
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:56:32.379Z,telemetry,boiler_01,12,0,33.41,261,65,43.41
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:57:02.379Z,telemetry,boiler_01,12,0,32.27,262,65,42.27
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:57:32.379Z,telemetry,boiler_01,12,0,31.19,263,65,41.19
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:58:02.379Z,telemetry,boiler_01,12,0,30.15,264,65,40.15
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:58:32.379Z,telemetry,boiler_01,12,0,29.17,265,65,39.17
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:59:02.382Z,telemetry,boiler_01,12,0,28.23,266,65,38.23
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T13:59:32.379Z,telemetry,boiler_01,12,0,27.35,267,65,37.35
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:00:02.379Z,telemetry,boiler_01,12,5,28.74,268,65,38.74
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:00:32.379Z,telemetry,boiler_01,12,5,47.09,269,65,57.09
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:01:02.379Z,telemetry,boiler_01,12,5,52.62,270,65,62.62
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:01:32.379Z,telemetry,boiler_01,12,5,54.28,271,65,64.28
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:02:02.379Z,telemetry,boiler_01,12,5,54.78,272,65,64.78
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:02:32.379Z,telemetry,boiler_01,12,5,54.93,273,65,64.93
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:03:02.379Z,telemetry,boiler_01,12,5,54.98,274,65,64.98
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:03:32.379Z,telemetry,boiler_01,12,5,54.99,275,65,64.99
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:04:02.381Z,telemetry,boiler_01,12,5,55,276,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:04:32.379Z,telemetry,boiler_01,12,5,55,277,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:05:02.379Z,telemetry,boiler_01,12,5,55,278,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:05:32.379Z,telemetry,boiler_01,12,5,55,279,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:06:02.382Z,telemetry,boiler_01,12,5,55,280,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:06:32.379Z,telemetry,boiler_01,12,5,55,281,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:07:02.379Z,telemetry,boiler_01,12,5,55,282,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:07:32.379Z,telemetry,boiler_01,12,5,55,283,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:08:02.379Z,telemetry,boiler_01,12,5,55,284,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:08:32.379Z,telemetry,boiler_01,12,5,55,285,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:09:02.379Z,telemetry,boiler_01,12,5,55,286,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:09:32.379Z,telemetry,boiler_01,12,5,55,287,65,65
,,0,2026-09-13T12:46:02.379Z,2026-09-14T12:46:02.379Z,2026-09-13T14:10:02.379Z,telemetry,boiler_01,12,0,54.85,288,65,64.85
