#group,false,false,true,true,false,true,true,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,long,double,double
#default,_result,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,asset_id,ambient_temperature_c,power_draw_kw,return_temperature_c,sequence,setpoint_c,supply_temperature_c
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:41:51.783Z,telemetry,boiler_01,12,5,54.66,241,65,64.66
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:42:21.783Z,telemetry,boiler_01,12,5,54.9,242,65,64.9
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:42:51.783Z,telemetry,boiler_01,12,5,54.97,243,65,64.97
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:43:21.783Z,telemetry,boiler_01,12,5,54.99,244,65,64.99
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:43:51.783Z,telemetry,boiler_01,12,5,55,245,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:44:21.783Z,telemetry,boiler_01,12,5,55,246,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:44:51.783Z,telemetry,boiler_01,12,5,55,247,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:45:21.783Z,telemetry,boiler_01,12,5,55,248,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:45:51.783Z,telemetry,boiler_01,12,5,55,249,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:46:21.783Z,telemetry,boiler_01,12,5,55,250,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:46:51.783Z,telemetry,boiler_01,12,5,55,251,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:47:21.783Z,telemetry,boiler_01,12,5,55,252,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:47:51.783Z,telemetry,boiler_01,12,5,55,253,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:48:21.783Z,telemetry,boiler_01,12,5,55,254,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:48:51.783Z,telemetry,boiler_01,12,5,55,255,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:49:21.783Z,telemetry,boiler_01,12,5,55,256,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:49:51.783Z,telemetry,boiler_01,12,5,55,257,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:50:21.783Z,telemetry,boiler_01,12,0,53.45,258,65,63.45
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:50:51.783Z,telemetry,boiler_01,12,0,51.33,259,65,61.33
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:51:21.783Z,telemetry,boiler_01,12,0,49.32,260,65,59.32
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:51:51.783Z,telemetry,boiler_01,12,0,47.4,261,65,57.4
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:52:21.783Z,telemetry,boiler_01,12,0,45.58,262,65,55.58
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:52:51.783Z,telemetry,boiler_01,12,0,43.84,263,65,53.84
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:53:21.783Z,telemetry,boiler_01,12,0,42.19,264,65,52.19
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:53:51.783Z,telemetry,boiler_01,12,0,40.62,265,65,50.62
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:54:21.783Z,telemetry,boiler_01,12,0,39.13,266,65,49.13
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:54:51.783Z,telemetry,boiler_01,12,0,37.71,267,65,47.71
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:55:21.783Z,telemetry,boiler_01,12,0,36.36,268,65,46.36
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:55:51.783Z,telemetry,boiler_01,12,0,35.07,269,65,45.07
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:56:21.783Z,telemetry,boiler_01,12,0,33.85,270,65,43.85
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:56:51.783Z,telemetry,boiler_01,12,0,32.68,271,65,42.68
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:57:21.783Z,telemetry,boiler_01,12,0,31.58,272,65,41.58
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:57:51.783Z,telemetry,boiler_01,12,0,30.53,273,65,40.53
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:58:21.783Z,telemetry,boiler_01,12,0,29.52,274,65,39.52
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:58:51.783Z,telemetry,boiler_01,12,0,28.57,275,65,38.57
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:59:21.783Z,telemetry,boiler_01,12,0,27.67,276,65,37.67
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:59:51.783Z,telemetry,boiler_01,12,0,26.8,277,65,36.8
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T15:00:21.783Z,telemetry,boiler_01,12,5,42.72,278,65,52.72
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T15:00:51.783Z,telemetry,boiler_01,12,5,51.3,279,65,61.3
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T15:01:21.784Z,telemetry,boiler_01,12,5,53.89,280,65,63.89
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T15:01:51.783Z,telemetry,boiler_01,12,5,54.66,281,65,64.66
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T15:02:21.783Z,telemetry,boiler_01,12,5,54.9,282,65,64.9
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T15:02:51.783Z,telemetry,boiler_01,12,5,54.97,283,65,64.97
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T15:03:21.783Z,telemetry,boiler_01,12,5,54.99,284,65,64.99
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T15:03:51.783Z,telemetry,boiler_01,12,5,55,285,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T15:04:21.783Z,telemetry,boiler_01,12,5,55,286,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T15:04:51.783Z,telemetry,boiler_01,12,5,55,287,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T15:05:21.783Z,telemetry,boiler_01,12,5,55,288,65,65
